500 beads: initial twist10
Frame,Tw,Wr

0,9.97370182772,0.0
1,9.74396160431,0.0512244869467
2,9.59202000455,0.208893844257
3,9.41713819106,0.386599985863
4,9.46389803252,0.318956473824
5,9.54318730469,0.250406432895
6,9.34974547221,0.488888035991
7,9.23010342642,0.556776312059
8,9.43073919513,0.361088083245
9,9.49106940466,0.336464648836
10,9.44424129546,0.319284330001
11,9.1913067251,0.612802089785
12,9.40540076496,0.4238809797
13,9.15717945413,0.652389402746
14,9.24784042068,0.563974860437
15,9.26134514012,0.54097762261
16,9.15533814159,0.659262424895
17,9.1748845746,0.634505139692
18,9.1860294873,0.624349674885
19,9.26741418327,0.546323117302
20,9.32845766795,0.480316141441
21,8.97963371257,0.824222469235
22,9.0729892766,0.706167743964
23,8.88598015793,0.944588540832
24,9.01704570364,0.808355273655
25,9.12690057066,0.680996185753
26,9.07982278744,0.744978254668
27,9.02440423514,0.802556690621
28,9.21163599017,0.580656683119
29,9.03877976312,0.777779907006
30,9.06211547289,0.745318970239
31,9.01637140776,0.800333153393
32,9.00303857406,0.811726853676
33,9.23113369829,0.589875654891
34,8.9917615599,0.830078091885
35,9.14013557629,0.686706173315
36,9.18357711847,0.618738644473
37,8.96340895213,0.855421593233
38,8.92152803999,0.897359187992
39,8.92648337516,0.872191968969
40,9.23436507358,0.603102172376
41,8.88817952828,0.927746519318
42,9.09759413072,0.72414512146
43,8.56894977528,1.24672093455
44,9.22228260489,0.595004071733
45,8.89656266389,0.933808117451
46,8.74844089307,1.05640201305
47,8.41904555718,1.41324704278
48,8.81478973411,0.998942319846
49,8.77359420436,1.05610594136
50,8.91347953686,0.889715845878
51,8.85207319595,0.95046747104
52,8.91900630231,0.89628063212
53,8.70621701342,1.13921534016
54,8.7512220496,1.07449139134
55,8.83810957664,0.984969218295
56,8.51414623441,1.29847245331
57,8.55711956183,1.27752777791
58,8.90319188927,0.920342790062
59,8.58638579178,1.24363659738
60,8.52981221511,1.29701541852
61,8.42643102324,1.39643301341
62,8.28543536944,1.5154580429
63,8.53235007199,1.29503721694
64,8.41207454872,1.42316066086
65,8.34003958215,1.50570037163
66,8.43149664985,1.39071248194
67,8.3967800032,1.42177391993
68,8.39148186071,1.44176482517
69,8.34491396626,1.4747190191
70,8.50687082663,1.30518350697
71,8.40393497016,1.43107764675
72,8.48629308577,1.34616193766
73,8.38231150686,1.45508762145
74,8.28220085857,1.55572166004
75,8.09746870224,1.73103699178
76,8.27565820013,1.59423908819
77,8.94088412987,0.900639684328
78,8.65965853197,1.15434164614
79,8.2910941152,1.53368871322
80,8.35423212286,1.47619423414
81,8.26562918858,1.56621001472
82,8.2536114918,1.58735499068
83,8.30770011349,1.52998786008
84,8.28835944395,1.56228353885
85,8.00325504644,1.84452483833
86,7.79015543635,2.04954022842
87,8.49515824058,1.33003880946
88,8.29426798438,1.50494013345
89,7.8170356088,2.02796846496
90,8.37069087021,1.47981056676
91,8.24712499895,1.57644765038
92,8.30523641431,1.54765283104
93,8.16018632757,1.65583276462
94,8.28123673516,1.54413331647
95,7.61095330417,2.22525283073
96,7.89324972838,1.95773247787
97,7.93266860423,1.91259387487
98,7.57521894541,2.29596944309
99,8.13327696376,1.71050342791
100,7.71938211621,2.11808405731
101,7.84681168128,1.99821963762
102,8.14910136427,1.69312660561
103,8.00538979424,1.84913893921
104,7.84217733242,2.00117395037
105,8.02474411859,1.81455992186
106,7.91924701397,1.93616410939
107,7.83258827158,2.01374821825
108,7.57005448442,2.2815081036
109,7.824179729,2.02177273979
110,7.97957026071,1.85832590577
111,7.76951926642,2.0921063278
112,7.98857642428,1.83953087856
113,8.23726643939,1.59735433949
114,7.8473178472,1.98232382753
115,7.90962109707,1.94899266522
116,8.01691700359,1.82992809268
117,7.76911685009,2.06877533039
118,7.89422502104,1.96682656807
119,7.91873111399,1.90272187588
120,8.23097664647,1.60597488935
121,8.37737124384,1.4512370097
122,8.40305323446,1.42952152205
123,8.33792247688,1.5074655092
124,8.37752969566,1.46780680539
125,8.2565266735,1.57170956056
126,8.3759435384,1.45960725906
127,7.88963822062,1.9654886337
128,7.89246477014,1.94035839473
129,7.84370482378,1.99334666824
130,7.86992016619,1.98726589854
131,7.58664891059,2.28279160707
132,7.79440187652,2.06174796511
133,7.58555363242,2.28036529215
134,7.685366243,2.17142630833
135,7.34420219272,2.52874916282
136,7.67679077427,2.16335780144
137,7.81418587476,2.05686328693
138,7.81833527195,2.02624483162
139,7.54952297333,2.29756691426
140,7.33946660386,2.5140142209
141,7.21646310279,2.6335416646
142,7.2354452842,2.62095218321
143,7.43227211443,2.39613266057
144,7.85101077343,1.99819394731
145,7.68220633864,2.14393211159
146,7.69922214846,2.15628015484
147,7.70324022395,2.15505675081
148,7.94342026393,1.91405880543
149,7.49561172392,2.34627148287
150,7.74087830936,2.11884495921
151,7.37346101901,2.48936685777
152,7.11612772497,2.75471343708
153,7.43585771081,2.42984174697
154,7.73622071751,2.11707820718
155,7.50544812226,2.36013561108
156,7.29857054326,2.55216459471
157,7.4380344013,2.41201710241
158,7.36730521599,2.4828979873
159,7.44961274832,2.39320622845
160,7.74936352227,2.11898008283
161,7.57820945146,2.26732467302
162,7.34540084013,2.52527166808
163,7.23415525807,2.63235129657
164,7.09463469628,2.77871224621
165,7.11302960209,2.75077595161
166,7.60059861106,2.25381834082
167,7.34247682194,2.53026831007
168,7.16659206482,2.71216684126
169,7.20807148211,2.66121176628
170,7.35218390575,2.51234957853
171,6.990066397,2.87113140393
172,7.12330874466,2.72629906575
173,6.97745137136,2.89707230631
174,6.95414050951,2.91732838907
175,6.92309643315,2.96048364939
176,7.24886611008,2.60567979075
177,6.810811927,3.04051720282
