500 beads: initial twist22
Frame,Tw,Wr

0,21.720824882,0.0
1,21.1836178463,0.154596372895
2,21.1100806394,0.251513063824
3,20.9388840693,0.404052996405
4,20.7626355645,0.579969787371
5,20.7346272464,0.659600870852
6,20.7569832602,0.62866867191
7,20.6767519617,0.674693476561
8,20.4677949493,0.889276069123
9,20.3905987879,0.989034082115
10,20.2817911119,1.07084644191
11,20.3417671822,1.01003864133
12,20.3161367161,1.07907789635
13,20.1353695127,1.24766876554
14,19.9309639796,1.42649617442
15,19.9792776713,1.41691033417
16,19.7959737615,1.63532903068
17,19.9569764211,1.43545621083
18,19.979994318,1.39452764392
19,19.8381117757,1.53435308149
20,19.7799435529,1.61666863672
21,19.6790279499,1.71339061718
22,19.5694347968,1.81463194353
23,19.8192202933,1.53396248434
24,19.5960070747,1.81287941267
25,19.6844341488,1.70323416673
26,19.3387352259,2.10468769458
27,19.368671774,2.08326682537
28,19.5333251275,1.8716328095
29,19.1225532966,2.3372181621
30,19.2492381737,2.21490046368
31,19.4391233788,2.00439685268
32,19.1131444444,2.33480468236
33,19.1912471873,2.26160539544
34,18.9133634429,2.54492420468
35,19.1169332585,2.35351016775
36,19.4080939362,2.01565334824
37,18.8119347127,2.65516097916
38,19.2620467208,2.2231667523
39,19.0105852497,2.42894860391
40,18.855774352,2.58068642346
41,18.7758722578,2.66444558993
42,18.4162932775,3.06230556642
43,18.0923916024,3.39164174928
44,18.3546466893,3.12529486256
45,17.6583319577,3.88488462406
46,17.5660211998,3.92473663082
47,17.5588070097,3.96066250138
48,17.4537155604,4.12153170565
49,17.527755805,4.00502581393
50,17.2677695982,4.28756822434
51,17.0999307789,4.45889185524
52,16.5821273881,4.95398822923
53,16.670437964,4.8812866657
54,16.9639674306,4.59297250425
55,16.434135706,5.11950408639
56,15.5627847545,6.07149252045
57,15.8371639007,5.768702148
58,16.5358165224,5.02493018444
59,16.0030596414,5.63631172985
60,15.9356753601,5.67755731857
61,15.7310944924,5.87778001648
62,15.8271306172,5.76000401347
63,15.4140826127,6.21313969935
64,15.3037380255,6.31045974918
65,16.1542058548,5.42485154798
66,15.6555095295,5.96641343752
67,15.0772282157,6.49923600337
68,14.8088386352,6.84652478533
69,14.0519828371,7.59584764752
70,15.0683050171,6.52705512863
71,14.8009009801,6.86636820819
72,14.646284225,6.98391095406
73,14.5825170859,7.04098389828
74,14.2782689484,7.37482717156
75,14.3459863389,7.29525970534
76,13.8441032818,7.80669339871
77,13.9536171163,7.69776275773
78,13.9183326741,7.75936913228
79,14.0961213368,7.55175502157
80,14.0563644969,7.594401261
81,13.9813519486,7.67663553824
82,13.9809751162,7.67595598808
83,13.4009495441,8.31170637909
84,13.7864517047,7.8981374764
85,13.4322510067,8.20045187366
86,13.3434547168,8.34515101132
87,13.478536918,8.17788888063
88,12.8566547219,8.84379921591
89,13.9931668887,7.6784239973
90,13.2594468396,8.42179105968
91,13.3413314829,8.34750387205
92,13.1778420523,8.53066335457
93,12.9878592522,8.71010936044
94,12.9937731615,8.70770321804
95,12.4658203889,9.26219878946
96,12.4004751378,9.31674645678
97,12.8370305387,8.84306758862
98,12.5578414947,9.15685176992
99,12.7887791052,8.93337561471
100,12.8444972443,8.8661806539
101,13.4109012299,8.2678312309
102,12.9887187367,8.72183780363
103,12.9372187282,8.75820462803
104,12.7348226144,8.97700142301
105,12.6625242481,9.04350193381
106,12.2289273048,9.48128391553
107,12.0981269966,9.60272913004
108,12.4824467938,9.19083724742
109,12.7168077223,9.00020682802
110,12.3830648454,9.35316349054
