500 beads: initial twist9
Frame,Tw,Wr

0,8.98082575605,0.0
1,8.74220787997,0.08022532146
2,8.61200307073,0.231442315458
3,8.62030480054,0.21288343977
4,8.44336422233,0.353319543634
5,8.53392522254,0.309034582798
6,8.49392536347,0.357119116071
7,8.45374735086,0.382974847063
8,8.6686298797,0.156166683733
9,8.50051680369,0.316267359161
10,8.35327629857,0.46016265178
11,8.43463678207,0.400009219512
12,8.301478784,0.557734147783
13,8.54442430768,0.272399755437
14,8.46264852339,0.352708791827
15,8.45404520187,0.392102822054
16,8.42242151087,0.419766844595
17,8.27217682515,0.575519955001
18,8.29410274899,0.533909610238
19,8.45005616459,0.38693161499
20,8.57918221344,0.242733355709
21,8.20347222646,0.593741190141
22,8.37902700333,0.44702297778
23,8.16692033396,0.678358417236
24,8.34328834415,0.502321962868
25,8.17939554957,0.65083447005
26,8.29917713911,0.554261225192
27,7.94422205436,0.91599971467
28,8.35377064563,0.479370138142
29,8.1519579191,0.675571182748
30,8.0225661796,0.802879101788
31,8.53071411566,0.313137020216
32,8.04258238293,0.789232547348
33,8.16522127664,0.655249231213
34,8.21355338836,0.612108529357
35,8.287914802,0.552883574854
36,8.08899045034,0.743786346581
37,8.2469235238,0.620462257397
38,8.10653874751,0.74814246612
39,7.87222337585,0.977195073444
40,8.02603798078,0.822940140519
41,8.00836886002,0.855383310444
42,8.08564076046,0.765022391835
43,8.13771293576,0.707925637288
44,8.14068684564,0.709411487299
45,8.35194398295,0.473766257276
46,7.84246103561,0.998734528961
47,7.84871698885,1.01142794026
48,8.22115949878,0.606906620878
49,8.23129487221,0.589671170708
50,7.9929756368,0.839977052666
51,8.14790917423,0.689851724448
52,8.21159268531,0.626231083599
53,7.86626189981,0.971686567295
54,8.12397538279,0.718567863825
55,7.78617194638,1.04687298457
56,7.87803520599,0.992663561744
57,7.55522897758,1.30074827672
58,8.0783288727,0.748106053493
59,7.69512079533,1.17311900829
60,7.87871729198,0.94117430778
61,7.95016132382,0.910569892313
62,7.81108585175,1.01526431799
63,8.13604228823,0.721862573223
64,7.84746086015,0.994978326217
65,8.05628908812,0.804396791866
66,7.85591617495,0.980240570326
67,7.81590611301,1.02834094011
68,7.79840209318,1.0435979957
69,7.76317441099,1.0833274814
70,8.26287796324,0.562768078764
71,7.96539181582,0.863902557602
72,7.75800665517,1.08505895547
73,8.03412808422,0.806096983975
74,7.91787664534,0.909207131113
75,7.91081533804,0.907705185003
76,7.83276661151,0.997768946136
77,7.5244655939,1.33562468561
78,7.97803761352,0.863872469914
79,7.56048485418,1.28418109918
80,7.71941545689,1.15223306328
81,7.90791231815,0.924727110987
82,8.08622293545,0.760380220793
83,8.04697394558,0.787446687843
84,7.81005757529,1.04145149894
85,7.52219073219,1.30257940765
86,7.9367677696,0.903136949316
87,8.42862998138,0.406755766279
88,8.19467845123,0.632369575595
89,8.05705569588,0.782378797722
90,8.24010166707,0.593987907183
91,7.97095918796,0.856152245803
92,8.15692597696,0.673335310514
93,8.0125158045,0.796794061102
94,8.0295726156,0.78699080513
95,7.63974389173,1.20557031803
96,8.22663459923,0.609300222227
97,8.20275112272,0.641111407346
98,8.11818803366,0.701226014576
99,7.82210041777,1.03557617038
100,8.18877718188,0.665177034753
101,8.05792068673,0.803014557969
102,7.99509549553,0.837645152317
103,7.93690287843,0.911110965134
104,7.922186833,0.916965576462
105,7.85277652903,0.970920107333
106,7.81341927784,1.02656778658
107,7.82440632701,1.04226163473
108,7.86643418755,0.958950769489
109,7.43388379274,1.40500984026
110,8.30783977947,0.512517242314
111,7.84279896414,1.00586063163
112,7.97632499217,0.877686378434
113,7.7136619498,1.15204833073
114,7.71373399744,1.14263239704
115,8.28008320743,0.540059451733
116,7.94112898033,0.898441100082
117,7.88969108488,0.970577622735
118,7.88150263105,0.951581361316
119,7.840078078,1.01661794709
120,7.62871899579,1.22605113886
121,7.72442354478,1.11254008304
122,7.71301651741,1.11820677863
123,7.95371408249,0.849891569772
124,7.87869752297,0.973517150521
125,7.554205455,1.30359071383
126,7.43236525531,1.39308699649
127,7.65702117304,1.19074586371
128,7.19393388399,1.65154961106
129,7.35333906963,1.53022815724
130,7.50733573125,1.34723682771
131,7.29042691296,1.56434827817
